txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,original_txn_id,txn_id_normalized,original_user_id,user_id_normalized,original_merchant_id,merchant_id_normalized,txn_id_duplicate_count,txn_id_is_duplicate,amount_numeric,amount_missing,amount_parse_failed,amount_is_negative,amount_is_zero,timestamp_clean,timestamp_missing,timestamp_parse_failed,timestamp_was_epoch,utr_clean,utr_missing,utr_invalid,mcc_clean,mcc_missing,status_raw,status_clean,source_dataset,source_row_number,user_fk_missing,merchant_fk_missing,kyc_status_clean,pan_clean,aadhaar_clean,monthly_income_numeric,city_clean,state_clean,occupation_clean,kyc_duplicate_entity_flag,merchant_mcc_clean,merchant_category_clean,merchant_status_clean,business_type_clean,merchant_duplicate_entity_flag,chargeback_count,total_disputed_amount,max_severity,first_chargeback_timestamp,latest_chargeback_timestamp,transaction_has_kyc,transaction_has_merchant,transaction_has_chargeback,utr_missing_flag,amount_negative_flag,timestamp_invalid_flag,duplicate_txn_id_flag,referential_integrity_issue_flag,chargeback_report_delay_hours,dispute_after_7_days_flag,has_chargeback
TXN00013190,02-25-2026 08:45:56 AM,USR17194,MCH3580,-23973.03,UTR2090231824,4131,TXN_SUCCESS,TXN00013190,TXN00013190,USR17194,USR17194,MCH3580,MCH3580,1,False,-23973.03,False,False,True,False,2026-02-25 08:45:56,False,False,False,UTR2090231824,False,False,4131,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3978,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,False,True,,False,False
TXN00015479,23/02/2026 09:14:24,USR67564,MCH9807,23839.8,UTR6546678582,5812,TXN_SUCCESS,TXN00015479,TXN00015479,USR67564,USR67564,MCH9807,MCH9807,1,False,23839.8,False,False,False,False,2026-02-23 09:14:24,False,False,False,UTR6546678582,False,False,5812,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3979,True,False,,,,,,,,,5912,CHEMIST,LIVE,PARTNERSHIP,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00000455,2026-01-26 07:37:41,USR84588,MCH5122,2788.83,,,Success,TXN00000455,TXN00000455,USR84588,USR84588,MCH5122,MCH5122,1,False,2788.83,False,False,False,False,2026-01-26 07:37:41,False,False,False,,True,False,,True,Success,SUCCESS,track1_upi_transactions,3980,False,False,UNDER REVIEW,SRHQM1340X,794152320766,35709.0,Ludhiana,Punjab,Farmer,False,5699,CLOTHS,ENABLED,INDIVIDUAL,True,,,,,,True,True,False,True,False,False,False,False,,False,False
TXN00003633,2026-02-21 15:29:42,USR50388,MCH5498,11463.51,UTR8619601645,05411,TXN_SUCCESS,TXN00003633,TXN00003633,USR50388,USR50388,MCH5498,MCH5498,1,False,11463.51,False,False,False,False,2026-02-21 15:29:42,False,False,False,UTR8619601645,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3981,False,False,PENDING,HIUVE4419S,,62759.0,Dilli,Delhi,Unemployed,False,5311,DEPARTMENT STORE,ACTIVE,PARTNERSHIP,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00007133,03-13-2026 07:53:48 PM,USR86751,MCH1846,Rs. 16785.9,UTR9553978878,5411,Success,TXN00007133,TXN00007133,USR86751,USR86751,MCH1846,MCH1846,1,False,16785.9,False,False,False,False,2026-03-13 19:53:48,False,False,False,UTR9553978878,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,3982,True,False,,,,,,,,,7011,HOTEL_LODGING,ACTIVE,PARTNERSHIP,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00013741,21/03/2026 12:50:11,USR96759,MCH2104,Rs. 6813.47,UTR8402597450,5411,TXN_SUCCESS,TXN00013741,TXN00013741,USR96759,USR96759,MCH2104,MCH2104,1,False,6813.47,False,False,False,False,2026-03-21 12:50:11,False,False,False,UTR8402597450,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3983,True,False,,,,,,,,,,FASHION,SUSPENDED,PRIVATE_LIMITED,False,1.0,1756.23,HIGH,2026-02-14 00:34:00,2026-02-14 00:34:00,False,True,True,False,False,False,False,True,,False,True
TXN00009915,2026-01-29 14:30:34,USR24130,MCH2428,"₹11,292.88",,4131,S,TXN00009915,TXN00009915,USR24130,USR24130,MCH2428,MCH2428,1,False,11292.88,False,False,False,False,2026-01-29 14:30:34,False,False,False,,True,False,4131,False,S,SUCCESS,track1_upi_transactions,3984,True,False,,,,,,,,,4814,TELECOM,ACTIVE,PRIVATE LIMITED,False,,,,,,False,True,False,True,False,False,False,True,,False,False
TXN00000520,02-03-2026 06:58:08 AM,USR22733,MCH7676,"₹3,768.92",UTR7962835912,7011,S,TXN00000520,TXN00000520,USR22733,USR22733,MCH7676,MCH7676,1,False,3768.92,False,False,False,False,2026-02-03 06:58:08,False,False,False,UTR7962835912,False,False,7011,False,S,SUCCESS,track1_upi_transactions,3985,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00012799,2026-01-20 14:26:18,USR64104,MCH6377,"₹16,853.91",UTR7805388811,4131,Success,TXN00012799,TXN00012799,USR64104,USR64104,MCH6377,MCH6377,1,False,16853.91,False,False,False,False,2026-01-20 14:26:18,False,False,False,UTR7805388811,False,False,4131,False,Success,SUCCESS,track1_upi_transactions,3986,True,False,,,,,,,,,5912,MEDICAL_STORE,ACTIVE,INDIVIDUAL,True,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00009542,2026-02-02 21:19:07,USR41094,MCH3015,8655.28,UTR5562663919,4131,Success,TXN00009542,TXN00009542,USR41094,USR41094,MCH3015,MCH3015,1,False,8655.28,False,False,False,False,2026-02-02 21:19:07,False,False,False,UTR5562663919,False,False,4131,False,Success,SUCCESS,track1_upi_transactions,3987,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00007045,12/01/2026 23:09:31,USR23325,MCH7409,"₹23,316.88",UTR3861409783,4131,S,TXN00007045,TXN00007045,USR23325,USR23325,MCH7409,MCH7409,1,False,23316.88,False,False,False,False,2026-12-01 23:09:31,False,False,False,UTR3861409783,False,False,4131,False,S,SUCCESS,track1_upi_transactions,3988,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009399,03-23-2026 03:03:51 PM,USR62011,MCH8646,12213.49,UTR2443981823,4131,COMPLETED,TXN00009399,TXN00009399,USR62011,USR62011,MCH8646,MCH8646,1,False,12213.49,False,False,False,False,2026-03-23 15:03:51,False,False,False,UTR2443981823,False,False,4131,False,COMPLETED,SUCCESS,track1_upi_transactions,3989,False,True,VERIFIED,JZZUN3543,215054430305,34080.0,Jalandhar,Punjab,Gig Worker,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00003049,01/03/2026 17:56:00,USR86229,MCH9194,"INR 9,946",UTR9950217845,5912,S,TXN00003049,TXN00003049,USR86229,USR86229,MCH9194,MCH9194,1,False,9946.0,False,False,False,False,2026-01-03 17:56:00,False,False,False,UTR9950217845,False,False,5912,False,S,SUCCESS,track1_upi_transactions,3990,False,True,UNDER REVIEW,QABKZ1130K,564698069265,64999.0,Jalandar,Punjab,Farmer,True,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00005663,1774247525,USR15287,MCH3125,Rs. 20323.15,UTR2184622103,05411,Success,TXN00005663,TXN00005663,USR15287,USR15287,MCH3125,MCH3125,1,False,20323.15,False,False,False,False,2026-03-23 06:32:05,False,False,True,UTR2184622103,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,3991,True,False,,,,,,,,,5699,CLOTHS,ACTIVE,PARTNERSHIP,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00002998,2026/02/22,USR81840,MCH1422,7751.6,UTR5306610718,4131,Fail,TXN00002998,TXN00002998,USR81840,USR81840,MCH1422,MCH1422,1,False,7751.6,False,False,False,False,2026-02-22 00:00:00,False,False,False,UTR5306610718,False,False,4131,False,Fail,FAILED,track1_upi_transactions,3992,True,False,,,,,,,,,5912,PHARMACY,LIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00019058,2026-01-24 09:40:44,USR50632,MCH8705,1730.75,UTR7214688889,5411,TXN_SUCCESS,TXN00019058,TXN00019058,USR50632,USR50632,MCH8705,MCH8705,1,False,1730.75,False,False,False,False,2026-01-24 09:40:44,False,False,False,UTR7214688889,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3993,False,False,VERIFIED,BFZHC 6770 I,344484441651,20320.0,Mumbai,Maharashtra,Student,False,4131,TRANSPRT,ENABLED,PRIVATE LIMITED,True,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00010473,2026/03/06,USR93205,MCH5837,20150.14,UTR6161697948,5411,COMPLETED,TXN00010473,TXN00010473,USR93205,USR93205,MCH5837,MCH5837,1,False,20150.14,False,False,False,False,2026-03-06 00:00:00,False,False,False,UTR6161697948,False,False,5411,False,COMPLETED,SUCCESS,track1_upi_transactions,3994,False,True,VERIFIED,IXMDI-1913-U,XXXX-XXXX-5485,12950.0,Dilli,Delhi,Salaried,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00008204,2026-01-25 06:43:38,USR58869,MCH9731,9437.53,UTR4172617412,05411,SUCCESS,TXN00008204,TXN00008204,USR58869,USR58869,MCH9731,MCH9731,1,False,9437.53,False,False,False,False,2026-01-25 06:43:38,False,False,False,UTR4172617412,False,False,5411,False,SUCCESS,SUCCESS,track1_upi_transactions,3995,True,False,,,,,,,,,5311,DEPT_STORE,ENABLED,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00008214,16/03/2026 21:05:06,USR26558,MCH3477,13949.68,UTR6425927044,7011,TXN_SUCCESS,TXN00008214,TXN00008214,USR26558,USR26558,MCH3477,MCH3477,1,False,13949.68,False,False,False,False,2026-03-16 21:05:06,False,False,False,UTR6425927044,False,False,7011,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,3996,True,False,,,,,,,,,5311,DEPARTMENT STORE,ACTIVE,SOLE_PROPRIETOR,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00015342,03/01/2026 05:39:22,USR49818,MCH9748,9847.65,UTR5700982147,5411,Initiated,TXN00015342,TXN00015342,USR49818,USR49818,MCH9748,MCH9748,1,False,9847.65,False,False,False,False,2026-03-01 05:39:22,False,False,False,UTR5700982147,False,False,5411,False,Initiated,PENDING,track1_upi_transactions,3997,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009600,2026-02-15 16:27:04,USR49025,MCH4368,Rs. 9968.57,,5912,Success,TXN00009600,TXN00009600,USR49025,USR49025,MCH4368,MCH4368,1,False,9968.57,False,False,False,False,2026-02-15 16:27:04,False,False,False,,True,False,5912,False,Success,SUCCESS,track1_upi_transactions,3998,True,True,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,,False,False
TXN00001961,2026-01-08 03:14:44,USR56032,MCH5350,"INR 2,967",UTR9102900610,5912,S,TXN00001961,TXN00001961,USR56032,USR56032,MCH5350,MCH5350,1,False,2967.0,False,False,False,False,2026-01-08 03:14:44,False,False,False,UTR9102900610,False,False,5912,False,S,SUCCESS,track1_upi_transactions,3999,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00007824,2026-01-26 12:28:57,USR43414,MCH9375,18192.21,UTR8021069710,4131,Declined,TXN00007824,TXN00007824,USR43414,USR43414,MCH9375,MCH9375,1,False,18192.21,False,False,False,False,2026-01-26 12:28:57,False,False,False,UTR8021069710,False,False,4131,False,Declined,FAILED,track1_upi_transactions,4000,False,False,VERIFIED,QGVDZ3915Q,734963397238,,Calcutta,West Bengal,Self Employed,False,,BOOKS,INACTIVE,INDIVIDUAL,False,1.0,1375.65,MEDIUM,2026-03-27 06:06:46,2026-03-27 06:06:46,True,True,True,False,False,False,False,False,1433.6302777777778,True,True
TXN00004106,09/01/2026 21:15:29,USR83608,MCH7721,16598.97,UTR3818906799,05411,S,TXN00004106,TXN00004106,USR83608,USR83608,MCH7721,MCH7721,1,False,16598.97,False,False,False,False,2026-09-01 21:15:29,False,False,False,UTR3818906799,False,False,5411,False,S,SUCCESS,track1_upi_transactions,4001,False,True,VERIFIED,0Z1PL1038J,221046863373,-20247.0,Ludhiana,Punjab,Self Employed,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00017416,2026-02-13 15:11:08,USR45085,MCH4143,"INR 22,998",UTR6006654417,5912,Success,TXN00017416,TXN00017416,USR45085,USR45085,MCH4143,MCH4143,1,False,22998.0,False,False,False,False,2026-02-13 15:11:08,False,False,False,UTR6006654417,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,4002,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00000897,2026-02-04 03:39:26,USR37227,MCH5743,"7,335.76",UTR1325494885,5912,Success,TXN00000897,TXN00000897,USR37227,USR37227,MCH5743,MCH5743,1,False,7335.76,False,False,False,False,2026-02-04 03:39:26,False,False,False,UTR1325494885,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,4003,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00005957,2026-02-11 03:32:29,USR21689,MCH9473,"₹7,729.85",UTR 5810679026,5912,Success,TXN00005957,TXN00005957,USR21689,USR21689,MCH9473,MCH9473,1,False,7729.85,False,False,False,False,2026-02-11 03:32:29,False,False,False,UTR5810679026,False,False,5912,False,Success,SUCCESS,track1_upi_transactions,4004,False,True,VERIFIED,WDWDY4355P,998589401108,33610.0,Ludhiana,Punjab,Freelancer,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00011488,02-01-2026 05:51:44 PM,USR14645,MCH7177,10028.56,UTR5786809256,05411,TXN_SUCCESS,TXN00011488,TXN00011488,USR14645,USR14645,MCH7177,MCH7177,1,False,10028.56,False,False,False,False,2026-02-01 17:51:44,False,False,False,UTR5786809256,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4005,False,True,VERIFIED,CFIGX-4165-C,866083073238,17432.0,Mumbai,Maharashtra,Business Owner,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00019559,2026-02-21 02:57:46,USR76353,MCH3829,18631.34,UTR6327059576,,PENDING,TXN00019559,TXN00019559,USR76353,USR76353,MCH3829,MCH3829,1,False,18631.34,False,False,False,False,2026-02-21 02:57:46,False,False,False,UTR6327059576,False,False,,True,PENDING,PENDING,track1_upi_transactions,4006,True,False,,,,,,,,,7011,HOTELS,ACTIVE,PRIVATE_LIMITED,True,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00006438,2026/03/07,USR76380,MCH6957,"₹2,877.40",UTR9023966032,5411,Success,TXN00006438,TXN00006438,USR76380,USR76380,MCH6957,MCH6957,1,False,2877.4,False,False,False,False,2026-03-07 00:00:00,False,False,False,UTR9023966032,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,4007,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00005316,25/01/2026 04:33:22,USR58439,MCH5532,11326.09,UTR4164423020,4131,Success,TXN00005316,TXN00005316,USR58439,USR58439,MCH5532,MCH5532,1,False,11326.09,False,False,False,False,2026-01-25 04:33:22,False,False,False,UTR4164423020,False,False,4131,False,Success,SUCCESS,track1_upi_transactions,4008,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00001362,2026-01-28 00:09:06,USR30731,MCH7836,Rs. 5274.45,UTR6700617342,,SUCCESS,TXN00001362,TXN00001362,USR30731,USR30731,MCH7836,MCH7836,1,False,5274.45,False,False,False,False,2026-01-28 00:09:06,False,False,False,UTR6700617342,False,False,,True,SUCCESS,SUCCESS,track1_upi_transactions,4009,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00002114,2026-02-06 12:35:47,USR34672,MCH3513,"₹22,350.80",UTR 8309300130,05411,TXN_SUCCESS,TXN00002114,TXN00002114,USR34672,USR34672,MCH3513,MCH3513,1,False,22350.8,False,False,False,False,2026-02-06 12:35:47,False,False,False,UTR8309300130,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4010,True,False,,,,,,,,,5942,STATIONERY,INACTIVE,INDIVIDUAL,False,1.0,4126.61,LOW,2026-02-26 00:00:00,2026-02-26 00:00:00,False,True,True,False,False,False,False,True,467.4036111111111,True,True
TXN00002725,12/02/2026 16:39:38,USR51087,MCH1708,9956.15,,05411,S,TXN00002725,TXN00002725,USR51087,USR51087,MCH1708,MCH1708,1,False,9956.15,False,False,False,False,2026-12-02 16:39:38,False,False,False,,True,False,5411,False,S,SUCCESS,track1_upi_transactions,4011,True,True,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,,False,False
TXN00001815,2026-01-10 10:28:25,USR48901,MCH1196,2063.47,UTR8989474607,05411,COMPLETED,TXN00001815,TXN00001815,USR48901,USR48901,MCH1196,MCH1196,1,False,2063.47,False,False,False,False,2026-01-10 10:28:25,False,False,False,UTR8989474607,False,False,5411,False,COMPLETED,SUCCESS,track1_upi_transactions,4012,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009781,31/01/2026 21:17:25,USR23977,MCH3580,"INR 9,137",UTR1213112843,05411,S,TXN00009781,TXN00009781,USR23977,USR23977,MCH3580,MCH3580,1,False,9137.0,False,False,False,False,2026-01-31 21:17:25,False,False,False,UTR1213112843,False,False,5411,False,S,SUCCESS,track1_upi_transactions,4013,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00013760,2026-03-09 04:06:22,USR33938,MCH1577,11621.03,UTR6573680827,,S,TXN00013760,TXN00013760,USR33938,USR33938,MCH1577,MCH1577,1,False,11621.03,False,False,False,False,2026-03-09 04:06:22,False,False,False,UTR6573680827,False,False,,True,S,SUCCESS,track1_upi_transactions,4014,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009046,2026-03-03 05:31:03,USR53361,MCH1311,-760.21,UTR4627565393,5812,COMPLETED,TXN00009046,TXN00009046,USR53361,USR53361,MCH1311,MCH1311,1,False,-760.21,False,False,True,False,2026-03-03 05:31:03,False,False,False,UTR4627565393,False,False,5812,False,COMPLETED,SUCCESS,track1_upi_transactions,4015,False,False,VERIFIED,MNHBS-7249-A,0266-6684-0496,34221.0,Lucknow,Uttar Pradesh,Self Employed,False,4814,TELECOM,ACTIVE,INDIVIDUAL,False,,,,,,True,True,False,False,True,False,False,False,,False,False
TXN00000305,2026-03-29 21:46:53,USR86864,MCH8826,"₹18,155.02",UTR 2962530249,4131,TXN_SUCCESS,TXN00000305,TXN00000305,USR86864,USR86864,MCH8826,MCH8826,1,False,18155.02,False,False,False,False,2026-03-29 21:46:53,False,False,False,UTR2962530249,False,False,4131,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4016,True,False,,,,,,,,,5311,DEPT_STORE,ENABLED,PRIVATE-LIMITED,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00011025,16/01/2026 21:39:32,USR77725,MCH4618,11513.57,UTR7659519594,,TXN_FAILED,TXN00011025,TXN00011025,USR77725,USR77725,MCH4618,MCH4618,1,False,11513.57,False,False,False,False,2026-01-16 21:39:32,False,False,False,UTR7659519594,False,False,,True,TXN_FAILED,FAILED,track1_upi_transactions,4017,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00008772,1770384805,USR18803,MCH4063,"₹6,588.52",UTR9923857938,4131,Success,TXN00008772,TXN00008772,USR18803,USR18803,MCH4063,MCH4063,1,False,6588.52,False,False,False,False,2026-02-06 13:33:25,False,False,True,UTR9923857938,False,False,4131,False,Success,SUCCESS,track1_upi_transactions,4018,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00006532,1772716749,USR77543,MCH3358,"₹22,541.76",UTR3414269090,,COMPLETED,TXN00006532,TXN00006532,USR77543,USR77543,MCH3358,MCH3358,1,False,22541.76,False,False,False,False,2026-03-05 13:19:09,False,False,True,UTR3414269090,False,False,,True,COMPLETED,SUCCESS,track1_upi_transactions,4019,True,False,,,,,,,,,4131,TRAVEL,INACTIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00008144,2026-01-14 06:21:25,USR20310,MCH9087,"₹9,354.73",UTR3864836456,05411,S,TXN00008144,TXN00008144,USR20310,USR20310,MCH9087,MCH9087,1,False,9354.73,False,False,False,False,2026-01-14 06:21:25,False,False,False,UTR3864836456,False,False,5411,False,S,SUCCESS,track1_upi_transactions,4020,False,True,VERIFIED,YVGIF 7230 C,,17772.0,Mumbai,Maharashtra,Business Owner,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00003118,2026-01-28 03:47:47,USR60930,MCH2683,353.5,UTR9569651951,5411,TXN_SUCCESS,TXN00003118,TXN00003118,USR60930,USR60930,MCH2683,MCH2683,1,False,353.5,False,False,False,False,2026-01-28 03:47:47,False,False,False,UTR9569651951,False,False,5411,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4021,False,True,VERIFIED,,162531939660,17613.0,Lucknow,Uttar Pradesh,Salaried,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00004659,2026-03-24 06:02:34,USR87941,MCH4350,4738.0,,5912,SUCCESS,TXN00004659,TXN00004659,USR87941,USR87941,MCH4350,MCH4350,1,False,4738.0,False,False,False,False,2026-03-24 06:02:34,False,False,False,,True,False,5912,False,SUCCESS,SUCCESS,track1_upi_transactions,4022,True,True,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,,False,False
TXN00014669,02-16-2026 07:08:35 PM,USR36442,MCH1454,16221.56,UTR1775931472,5812,COMPLETED,TXN00014669,TXN00014669,USR36442,USR36442,MCH1454,MCH1454,1,False,16221.56,False,False,False,False,2026-02-16 19:08:35,False,False,False,UTR1775931472,False,False,5812,False,COMPLETED,SUCCESS,track1_upi_transactions,4023,True,False,,,,,,,,,5999,MISC RETAIL,LIVE,INDIVIDUAL,True,1.0,1596.0,P4,2026-02-21 00:00:00,2026-02-21 00:00:00,False,True,True,False,False,False,False,True,100.85694444444445,False,True
TXN00009544,2026-02-13 01:46:26,USR37263,MCH5474,"₹11,731.82",UTR8983325080,7011,TXN_SUCCESS,TXN00009544,TXN00009544,USR37263,USR37263,MCH5474,MCH5474,1,False,11731.82,False,False,False,False,2026-02-13 01:46:26,False,False,False,UTR8983325080,False,False,7011,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4024,False,True,PENDING,MLDBO0711F,9850-2732-7418,,Amritsar,Punjab,Salaried,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00004069,2026-01-03 21:01:58,USR58702,MCH7335,16849.23,UTR1154393227,5411,Declined,TXN00004069,TXN00004069,USR58702,USR58702,MCH7335,MCH7335,1,False,16849.23,False,False,False,False,2026-01-03 21:01:58,False,False,False,UTR1154393227,False,False,5411,False,Declined,FAILED,track1_upi_transactions,4025,False,False,PENDING,ZFIRT4772C,074084979963,25128.0,Lucknow,Uttar Pradesh,Student,False,5812,FOOD,ACTIVE,PRIVATE-LIMITED,True,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00011665,2026-03-23 14:13:42,USR80236,MCH8319,19545.83,UTR5025599426,5812,FAILED,TXN00011665,TXN00011665,USR80236,USR80236,MCH8319,MCH8319,1,False,19545.83,False,False,False,False,2026-03-23 14:13:42,False,False,False,UTR5025599426,False,False,5812,False,FAILED,FAILED,track1_upi_transactions,4026,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00009063,2026-01-06 07:06:10,USR87941,MCH9920,"INR 19,374",UTR5321371348,5812,COMPLETED,TXN00009063,TXN00009063,USR87941,USR87941,MCH9920,MCH9920,1,False,19374.0,False,False,False,False,2026-01-06 07:06:10,False,False,False,UTR5321371348,False,False,5812,False,COMPLETED,SUCCESS,track1_upi_transactions,4027,True,False,,,,,,,,,5411,KIRANA,ACTIVE,PRIVATE LIMITED,False,1.0,91.6,LOW,2026-01-15 00:00:00,2026-01-15 00:00:00,False,True,True,False,False,False,False,True,208.8972222222222,True,True
TXN00009337,01-01-2026 02:17:12 PM,USR33971,MCH7573,"₹15,820.60",UTR 1789776671,5812,SUCCESS,TXN00009337,TXN00009337,USR33971,USR33971,MCH7573,MCH7573,1,False,15820.6,False,False,False,False,2026-01-01 14:17:12,False,False,False,UTR1789776671,False,False,5812,False,SUCCESS,SUCCESS,track1_upi_transactions,4028,True,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,False,False
TXN00006400,01-11-2026 01:40:08 AM,USR24300,MCH6575,21425.18,UTR1457747463,4131,SUCCESS,TXN00006400,TXN00006400,USR24300,USR24300,MCH6575,MCH6575,1,False,21425.18,False,False,False,False,2026-01-11 01:40:08,False,False,False,UTR1457747463,False,False,4131,False,SUCCESS,SUCCESS,track1_upi_transactions,4029,True,False,,,,,,,,,5942,BOOK STORE,ACTIVE,INDIVIDUAL,True,1.0,3582.55,HIGH,2026-01-02 00:00:00,2026-01-02 00:00:00,False,True,True,False,False,False,False,True,,False,True
TXN00019599,2026-01-02 22:57:45,USR20196,MCH5434,18158.8,UTR4993296259,4131,S,TXN00019599,TXN00019599,USR20196,USR20196,MCH5434,MCH5434,1,False,18158.8,False,False,False,False,2026-01-02 22:57:45,False,False,False,UTR4993296259,False,False,4131,False,S,SUCCESS,track1_upi_transactions,4030,False,True,VERIFIED,RJUFB1819G,0786983561,35147.0,New Delhi,Delhi,Retired,False,,,,,,,,,,,True,False,False,False,False,False,False,True,,False,False
TXN00018133,01-06-2026 04:44:52 AM,USR51252,MCH8826,10263.54,UTR2719753086,5812,TXN_FAILED,TXN00018133,TXN00018133,USR51252,USR51252,MCH8826,MCH8826,1,False,10263.54,False,False,False,False,2026-01-06 04:44:52,False,False,False,UTR2719753086,False,False,5812,False,TXN_FAILED,FAILED,track1_upi_transactions,4031,False,False,VERIFIED,ZJIJB1140O,5477-0328-7152,28739.0,Chennai,Tamil Nadu,Farmer,False,5311,DEPT_STORE,ENABLED,PRIVATE-LIMITED,False,,,,,,True,True,False,False,False,False,False,False,,False,False
TXN00016158,03-03-2026 10:15:28 AM,USR60235,MCH4863,Rs. 1688.96,UTR6922480186,7011,TXN_SUCCESS,TXN00016158,TXN00016158,USR60235,USR60235,MCH4863,MCH4863,1,False,1688.96,False,False,False,False,2026-03-03 10:15:28,False,False,False,UTR6922480186,False,False,7011,False,TXN_SUCCESS,SUCCESS,track1_upi_transactions,4032,True,False,,,,,,,,,5812,FOOD,LIVE,INDIVIDUAL,False,,,,,,False,True,False,False,False,False,False,True,,False,False
TXN00005001,2026/03/17,USR39829,MCH9865,-9846.95,UTR2780991823,05411,Success,TXN00005001,TXN00005001,USR39829,USR39829,MCH9865,MCH9865,1,False,-9846.95,False,False,True,False,2026-03-17 00:00:00,False,False,False,UTR2780991823,False,False,5411,False,Success,SUCCESS,track1_upi_transactions,4033,False,False,VERIFIED,RYZQQ9859W,070802368423,34215.0,Chennai,Tamil Nadu,Gig Worker,False,5942,BOOKS,ACTIVE,PRIVATE_LIMITED,False,1.0,4713.3,M,2026-03-08 16:09:12,2026-03-08 16:09:12,True,True,True,False,True,False,False,False,,False,True
